ID,site,sample.type,particle.number,analyzer,size.fraction,shape,colour,length,on.tape,notes,raman.ID,blank.match,user.id
HPRF7,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF9,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF10,Victoria Harbour,Rockfish Guts,906,BB,150-1000,fiber,red,457.68,yes,,Cellulose,33,N
HPRF10,Victoria Harbour,Rockfish Guts,907,BB,150-1000,fiber,blue,1479.79,yes,,Polyester,33,S
HPRF10,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF11,Victoria Harbour,Rockfish Guts,908,BB,150-1000,fiber,pink,1164.18,yes,,Cellulose,33,N
HPRF12,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF12,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF13,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF13,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF14,Victoria Harbour,Rockfish Guts,,BB,150-1000,fiber,black,374.96,no,dropped,,33,N
HPRF14,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF15,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF16,Victoria Harbour,Rockfish Guts,915,BB,150-1000,fiber,blue,363.24,yes,Could be denim,Cellulose,33,N
HPRF17,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF17,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF18,Victoria Harbour,Rockfish Guts,918,BB,150-1000,fiber,black,1828.86,yes,,Cellulose,33,N
HPRF18,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF19,Victoria Harbour,Rockfish Guts,919,BB,150-1000,fiber,black,1464.92,yes,,Polyester,33,S
HPRF19,Victoria Harbour,Rockfish Guts,920,BB,150-1000,fiber,black,1634.49,yes,,Polyester,33,S
HPRF19,Victoria Harbour,Rockfish: Ingested Animals,921,BB,150-1000,fiber,black,449.65,yes,,Polyester,33,S
HPRF20,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,**connected to HPRD G20 1-150 gut animals ,,33,NA
HPRF20,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF21,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF21A,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF21B,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,"*labelled HPRF G21B, >150um",,33,NA
HPRF22,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF22,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF24,Victoria Harbour,Rockfish Guts,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRFPB1,Victoria Harbour,Blanks,924,BB,150-1000,fiber,blue,1316.33,yes,Could be denim,Cellulose,33,N
HPRFPB2,Victoria Harbour,Blanks,925,BB,150-1000,fiber,blue,2171.19,yes,Could be denim,Cellulose,33,N
HPRFPB2,Victoria Harbour,Blanks,926,BB,150-1000,fiber,blue,1049.88,yes,Could be denim,Cellulose,33,S
HPRFPB3,Victoria Harbour,Blanks,NA,BB,150-1000,NA,NA,NA,NA,,,33,NA
HPRF2,Victoria Harbour,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,33,NA
HPRF3,Victoria Harbour,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,33,NA
HPRF4,Victoria Harbour,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,33,NA
HPRF4B,Victoria Harbour,Rockfish Guts,NA,BB,>1000,NA,NA,NA,NA,,,33,NA
HPRF4,Victoria Harbour,Rockfish: Ingested Animals,NA,BB,>1000,NA,NA,NA,NA,,,33,NA
